Candidate,State,District,Office Type,Race Type,Race Primary Election Date,Primary Status,Primary Runoff Status,Partisan Lean,Primary %,Emily Endorsed?,Biden Endorsed?,Warren Endorsed? ,Sanders Endorsed?,Our Revolution Endorsed?,Justice Dems Endorsed?,PCCC Endorsed?,Indivisible Endorsed?,WFP Endorsed?,VoteVets Endorsed?,No Labels Support?,Party,Trump Endorsed?,Bannon Endorsed?,Great America Endorsed?,NRA Endorsed?,Right to Life Endorsed?,Susan B. Anthony Endorsed?,Club for Growth Endorsed?,Koch Support?,House Freedom Support?,Tea Party Endorsed?,Main Street Endorsed?,Chamber Endorsed?,Party Support?,District_Num
Robert Klepinger,OH,U.S. House Ohio District 10,Representative,Regular,5/8/18,Lost,None,-8.4799995,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,10
Theresa Gasper,OH,U.S. House Ohio District 10,Representative,Regular,5/8/18,Advanced,None,-8.4799995,67.019997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,10
Danny O'Connor,OH,U.S. House Ohio District 12,Representative,Special,5/8/18,Advanced,None,-13.63,40.939999,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,12
Danny O'Connor,OH,U.S. House Ohio District 12,Representative,Regular,5/8/18,Advanced,None,-13.63,40.52,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,12
Doug Wilson,OH,U.S. House Ohio District 12,Representative,Regular,5/8/18,Lost,None,-13.63,3.74,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,12
Doug Wilson,OH,U.S. House Ohio District 12,Representative,Special,5/8/18,Lost,None,-13.63,3.9400001000000002,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,12
Ed Albertson,OH,U.S. House Ohio District 12,Representative,Regular,5/8/18,Lost,None,-13.63,7.860000099999999,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,12
Ed Albertson,OH,U.S. House Ohio District 12,Representative,Special,5/8/18,Lost,None,-13.63,8.0799999,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,12
Jackie Patton,OH,U.S. House Ohio District 12,Representative,Regular,5/8/18,Lost,None,-13.63,14.02,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,12
Jackie Patton,OH,U.S. House Ohio District 12,Representative,Special,5/8/18,Lost,None,-13.63,13.58,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,12
John Peters,OH,U.S. House Ohio District 12,Representative,Regular,5/8/18,Lost,None,-13.63,1.49,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,12
John Russell,OH,U.S. House Ohio District 12,Representative,Special,5/8/18,Lost,None,-13.63,16.700001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,12
John Russell,OH,U.S. House Ohio District 12,Representative,Regular,5/8/18,Lost,None,-13.63,16.27,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,12
Zach Scott,OH,U.S. House Ohio District 12,Representative,Regular,5/8/18,Lost,None,-13.63,16.1,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,12
Zach Scott,OH,U.S. House Ohio District 12,Representative,Special,5/8/18,Lost,None,-13.63,16.76,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,12
Betsy Rader,OH,U.S. House Ohio District 14,Representative,Regular,5/8/18,Advanced,None,-11.98,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,14
Rick Neal,OH,U.S. House Ohio District 15,Representative,Regular,5/8/18,Advanced,None,-15.48,63.540001000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,15
Rob Jarvis,OH,U.S. House Ohio District 15,Representative,Regular,5/8/18,Lost,None,-15.48,36.459998999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,15
Aaron Godfrey,OH,U.S. House Ohio District 16,Representative,Regular,5/8/18,Lost,None,-17.030001000000002,7.9099998,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,16
Grant Goodrich,OH,U.S. House Ohio District 16,Representative,Regular,5/8/18,Lost,None,-17.030001000000002,28.059998999999998,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,16
John Wilson,OH,U.S. House Ohio District 16,Representative,Regular,5/8/18,Lost,None,-17.030001000000002,4.48,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,16
Mark Dent,OH,U.S. House Ohio District 16,Representative,Regular,5/8/18,Lost,None,-17.030001000000002,9.380000099999998,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,16
Susan Moran Palmer,OH,U.S. House Ohio District 16,Representative,Regular,5/8/18,Advanced,None,-17.030001000000002,34.630001,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,16
TJ Mulloy,OH,U.S. House Ohio District 16,Representative,Regular,5/8/18,Lost,None,-17.030001000000002,15.54,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,16
Janet Everhard,OH,U.S. House Ohio District 2,Representative,Regular,5/8/18,Lost,None,-17.360001,34.400002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2
Jill Schiller,OH,U.S. House Ohio District 2,Representative,Regular,5/8/18,Advanced,None,-17.360001,54.200001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2
William Smith,OH,U.S. House Ohio District 2,Representative,Regular,5/8/18,Lost,None,-17.360001,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2
Cody James Slatzer-Rose,OH,U.S. House Ohio District 4,Representative,Regular,5/8/18,Lost,None,-31.23,16.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,4
Janet Garrett,OH,U.S. House Ohio District 4,Representative,Regular,5/8/18,Advanced,None,-31.23,83.849998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,4
James Neu Jr.,OH,U.S. House Ohio District 5,Representative,Regular,5/8/18,Lost,None,-23.809998999999998,26.700001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,5
John Michael Galbraith,OH,U.S. House Ohio District 5,Representative,Regular,5/8/18,Advanced,None,-23.809998999999998,73.199997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,5
Shawna Roberts,OH,U.S. House Ohio District 6,Representative,Regular,5/8/18,Advanced,None,-37.610001000000004,74.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,6
Werner Lange,OH,U.S. House Ohio District 6,Representative,Regular,5/8/18,Lost,None,-37.610001000000004,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,6
Ken Harbaugh,OH,U.S. House Ohio District 7,Representative,Regular,5/8/18,Advanced,None,-27.18,80.199997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,7
Patrick Pikus,OH,U.S. House Ohio District 7,Representative,Regular,5/8/18,Lost,None,-27.18,19.799999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,7
Bill Ebben,OH,U.S. House Ohio District 8,Representative,Regular,5/8/18,Lost,None,-34.779999,12.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,8
Matthew Guyette,OH,U.S. House Ohio District 8,Representative,Regular,5/8/18,Lost,None,-34.779999,13.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,8
Ted Jones,OH,U.S. House Ohio District 8,Representative,Regular,5/8/18,Lost,None,-34.779999,16.280001000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,8
Vanessa Enoch,OH,U.S. House Ohio District 8,Representative,Regular,5/8/18,Advanced,None,-34.779999,57.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,8
Amanda Douglas,OK,U.S. House Oklahoma District 1,Representative,Regular,6/26/18,Advanced,On the Ballot,-31.959999,32.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1
David Matthew Hullum,OK,U.S. House Oklahoma District 1,Representative,Regular,6/26/18,Lost,None,-31.959999,5.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1
Gwendolyn Fields,OK,U.S. House Oklahoma District 1,Representative,Regular,6/26/18,Lost,None,-31.959999,19.620001000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1
Mark Keeter,OK,U.S. House Oklahoma District 1,Representative,Regular,6/26/18,Lost,None,-31.959999,8.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1
Tim Gilpin,OK,U.S. House Oklahoma District 1,Representative,Regular,6/26/18,Advanced,On the Ballot,-31.959999,34.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1
Clay Padgett,OK,U.S. House Oklahoma District 2,Representative,Regular,6/26/18,Advanced,On the Ballot,-49.009997999999996,24.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2
Elijah McIntosh,OK,U.S. House Oklahoma District 2,Representative,Regular,6/26/18,Lost,None,-49.009997999999996,19.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2
Jason Nichols,OK,U.S. House Oklahoma District 2,Representative,Regular,6/26/18,Advanced,On the Ballot,-49.009997999999996,37.880001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2
Virginia Jenner,OK,U.S. House Oklahoma District 2,Representative,Regular,6/26/18,Lost,None,-49.009997999999996,18.860001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2
Frankie Robbins,OK,U.S. House Oklahoma District 3,Representative,Regular,6/26/18,Advanced,None,-54.009997999999996,64.839996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,3
Murray Thibodeaux,OK,U.S. House Oklahoma District 3,Representative,Regular,6/26/18,Lost,None,-54.009997999999996,35.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,3
Fred Gipson,OK,U.S. House Oklahoma District 4,Representative,Regular,6/26/18,Advanced,On the Ballot,-39.130001,30.360001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,4
Mallory Varner,OK,U.S. House Oklahoma District 4,Representative,Regular,6/26/18,Lost,None,-39.130001,18.610001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,4
Mary Brannon,OK,U.S. House Oklahoma District 4,Representative,Regular,6/26/18,Advanced,On the Ballot,-39.130001,34.360001000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,4
Roxann Klutts,OK,U.S. House Oklahoma District 4,Representative,Regular,6/26/18,Lost,None,-39.130001,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,4
Eddie Porter,OK,U.S. House Oklahoma District 5,Representative,Regular,6/26/18,Lost,None,-17.18,10.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,5
Elysabeth Britt,OK,U.S. House Oklahoma District 5,Representative,Regular,6/26/18,Lost,None,-17.18,13.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,5
Kendra Horn,OK,U.S. House Oklahoma District 5,Representative,Regular,6/26/18,Advanced,On the Ballot,-17.18,43.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,5
Leona Kelley-Leonard,OK,U.S. House Oklahoma District 5,Representative,Regular,6/26/18,Lost,None,-17.18,8.4200001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,5
Tom Guild,OK,U.S. House Oklahoma District 5,Representative,Regular,6/26/18,Advanced,On the Ballot,-17.18,17.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,5
Tyson Todd Meade,OK,U.S. House Oklahoma District 5,Representative,Regular,6/26/18,Lost,None,-17.18,5.6900001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,5
Eric Burnette,OR,U.S. House Oregon District 2,Representative,Regular,5/15/18,Lost,None,-21.68,4.619999900000001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2
Jamie McLeod-Skinner,OR,U.S. House Oregon District 2,Representative,Regular,5/15/18,Advanced,None,-21.68,42.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2
Jennifer Neahring,OR,U.S. House Oregon District 2,Representative,Regular,5/15/18,Lost,None,-21.68,23.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2
Jim Crary,OR,U.S. House Oregon District 2,Representative,Regular,5/15/18,Lost,None,-21.68,11.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2
Michael Byrne,OR,U.S. House Oregon District 2,Representative,Regular,5/15/18,Lost,None,-21.68,4.3000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2
Raz Mason,OR,U.S. House Oregon District 2,Representative,Regular,5/15/18,Lost,None,-21.68,5.3000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2
Timothy White,OR,U.S. House Oregon District 2,Representative,Regular,5/15/18,Lost,None,-21.68,5.8600001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2
Rachel Reddick,PA,U.S. House Pennsylvania District 1,Representative,Regular,5/15/18,Lost,None,-0.63,35.330002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1
Scott Wallace,PA,U.S. House Pennsylvania District 1,Representative,Regular,5/15/18,Advanced,None,-0.63,56.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1
Steve Bacher,PA,U.S. House Pennsylvania District 1,Representative,Regular,5/15/18,Lost,None,-0.63,8.1899996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1
Alan Howe,PA,U.S. House Pennsylvania District 10,Representative,Regular,5/15/18,Lost,None,-10.86,10.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,10
Eric Ding,PA,U.S. House Pennsylvania District 10,Representative,Regular,5/15/18,Lost,None,-10.86,17.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,10
George Scott,PA,U.S. House Pennsylvania District 10,Representative,Regular,5/15/18,Advanced,None,-10.86,36.330002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,10
Shavonnia Corbin-Johnson,PA,U.S. House Pennsylvania District 10,Representative,Regular,5/15/18,Lost,None,-10.86,34.869999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,10
Jessica King,PA,U.S. House Pennsylvania District 11,Representative,Regular,5/15/18,Advanced,None,-27.51,100.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,11
Judy Herschel,PA,U.S. House Pennsylvania District 12,Representative,Regular,5/15/18,Lost,None,-36.009997999999996,49.610001000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,12
Marc Friedenberg,PA,U.S. House Pennsylvania District 12,Representative,Regular,5/15/18,Advanced,None,-36.009997999999996,50.389998999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,12
Brent Ottaway,PA,U.S. House Pennsylvania District 13,Representative,Regular,5/15/18,Advanced,None,-45.43,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,13
Adam Sedlock,PA,U.S. House Pennsylvania District 14,Representative,Regular,5/15/18,Lost,None,-28.709999,23.879998999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,14
Bibiana Boerio,PA,U.S. House Pennsylvania District 14,Representative,Regular,5/15/18,Advanced,None,-28.709999,43.200001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,14
Robert Solomon,PA,U.S. House Pennsylvania District 14,Representative,Regular,5/15/18,Lost,None,-28.709999,19.040001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,14
Tom Prigg,PA,U.S. House Pennsylvania District 14,Representative,Regular,5/15/18,Lost,None,-28.709999,13.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,14
